parcel_id,year,season,crop,area,production,yield,sowing_date,harvest_date,fertilizer,pesticide,irrigation_count
P0390,2024,Kharif,Rice,1.45,5.68,3.92,2024-07-11,2024-11-29,DAP,Carbendazim,15
P0390,2024,Summer,Rice,1.45,8.96,6.18,2024-06-13,2024-10-05,DAP,Carbendazim,16
P0391,2020,Kharif,Rice,1.87,11.01,5.89,2020-10-28,2021-02-21,DAP,Chlorpyrifos,24
P0391,2020,Rabi,Rice,1.87,7.82,4.18,2020-10-10,2021-01-24,NPK 19:19:19,Chlorpyrifos,12
P0391,2021,Kharif,Rice,1.87,8.38,4.48,2021-10-11,2022-03-09,Urea,Chlorpyrifos,24
P0391,2021,Rabi,Rice,1.87,8.42,4.5,2021-11-04,2022-03-27,Organic Compost,None,24
P0391,2021,Summer,Sugarcane,1.87,4.66,2.49,2021-07-12,2021-11-07,DAP,None,17
P0391,2022,Rabi,Rice,1.87,11.48,6.14,2022-06-07,2022-09-28,NPK 19:19:19,None,15
P0391,2022,Summer,Rice,1.87,4.58,2.45,2022-11-03,2023-03-10,Urea,Carbendazim,16
P0391,2023,Rabi,Rice,1.87,10.42,5.57,2023-11-25,2024-04-15,DAP,Tricyclazole,23
P0391,2024,Kharif,Rice,1.87,8.83,4.72,2024-11-01,2025-03-07,MOP,Chlorpyrifos,10
P0391,2024,Summer,Rice,1.87,7.01,3.75,2024-06-22,2024-11-12,NPK 19:19:19,Chlorpyrifos,21
P0392,2020,Kharif,Groundnut,2.82,6.74,2.39,2020-06-09,2020-09-22,DAP,Chlorpyrifos,10
P0392,2020,Rabi,Rice,2.82,17.4,6.17,2020-11-15,2021-03-30,NPK 19:19:19,Carbendazim,25
P0392,2020,Summer,Rice,2.82,16.92,6.0,2020-11-09,2021-02-17,Urea,Chlorpyrifos,19
P0392,2021,Rabi,Groundnut,2.82,4.65,1.65,2021-10-11,2022-01-19,Urea,Tricyclazole,11
P0392,2022,Rabi,Rice,2.82,16.72,5.93,2022-06-08,2022-10-24,DAP,Tricyclazole,23
P0392,2023,Rabi,Rice,2.82,7.28,2.58,2023-10-03,2024-01-27,Urea,Carbendazim,20
P0392,2024,Kharif,Rice,2.82,13.85,4.91,2024-07-17,2024-11-15,DAP,Chlorpyrifos,14
P0393,2020,Kharif,Sugarcane,1.37,4.44,3.24,2020-11-17,2021-03-10,MOP,Chlorpyrifos,19
P0393,2020,Rabi,Rice,1.37,5.59,4.08,2020-06-28,2020-11-13,NPK 19:19:19,Tricyclazole,15
P0393,2020,Summer,Sugarcane,1.37,3.81,2.78,2020-07-05,2020-11-03,MOP,Chlorpyrifos,23
P0393,2021,Kharif,Rice,1.37,5.84,4.26,2021-11-13,2022-03-04,Urea,None,22
P0393,2021,Rabi,Sugarcane,1.37,4.67,3.41,2021-10-28,2022-02-18,MOP,Carbendazim,19
P0393,2021,Summer,Rice,1.37,5.36,3.91,2021-10-26,2022-02-06,Organic Compost,Carbendazim,24
P0393,2022,Kharif,Rice,1.37,4.19,3.06,2022-10-18,2023-02-21,Urea,Tricyclazole,12
P0393,2022,Rabi,Rice,1.37,6.32,4.61,2022-10-04,2023-02-09,Organic Compost,Carbendazim,15
P0393,2023,Kharif,Rice,1.37,4.93,3.6,2023-10-06,2024-01-18,MOP,None,20
P0393,2023,Rabi,Sugarcane,1.37,3.26,2.38,2023-07-10,2023-10-27,MOP,Tricyclazole,16
P0393,2024,Rabi,Rice,1.37,5.6,4.09,2024-11-21,2025-04-14,Urea,Chlorpyrifos,19
P0394,2020,Kharif,Groundnut,2.06,6.12,2.97,2020-07-02,2020-11-07,NPK 19:19:19,Tricyclazole,18
P0394,2020,Summer,Rice,2.06,7.4,3.59,2020-11-23,2021-04-13,Urea,Carbendazim,8
P0394,2021,Kharif,Groundnut,2.06,2.6,1.26,2021-10-26,2022-03-01,Urea,Carbendazim,11
P0394,2021,Rabi,Rice,2.06,5.54,2.69,2021-11-02,2022-03-14,DAP,Chlorpyrifos,9
P0394,2021,Summer,Rice,2.06,6.08,2.95,2021-06-25,2021-11-16,Urea,None,13
P0394,2022,Kharif,Rice,2.06,10.94,5.31,2022-06-03,2022-10-31,MOP,Tricyclazole,16
P0394,2022,Rabi,Groundnut,2.06,2.35,1.14,2022-07-20,2022-12-03,MOP,Carbendazim,18
P0394,2023,Kharif,Groundnut,2.06,7.0,3.4,2023-06-09,2023-10-26,NPK 19:19:19,Carbendazim,23
P0394,2023,Rabi,Rice,2.06,6.74,3.27,2023-10-13,2024-02-24,DAP,Tricyclazole,15
P0394,2024,Kharif,Groundnut,2.06,3.83,1.86,2024-10-24,2025-02-27,Organic Compost,None,14
P0394,2024,Rabi,Groundnut,2.06,3.58,1.74,2024-06-18,2024-10-04,DAP,None,11
P0394,2024,Summer,Rice,2.06,11.43,5.55,2024-11-22,2025-04-20,MOP,None,14
P0395,2020,Kharif,Rice,2.19,11.1,5.07,2020-10-04,2021-02-12,DAP,Chlorpyrifos,17
P0395,2020,Rabi,Rice,2.19,12.59,5.75,2020-06-25,2020-11-17,NPK 19:19:19,None,25
P0395,2020,Summer,Rice,2.19,5.96,2.72,2020-06-21,2020-11-02,NPK 19:19:19,None,21
P0395,2021,Kharif,Rice,2.19,13.53,6.18,2021-07-03,2021-11-13,NPK 19:19:19,None,10
P0395,2021,Rabi,Rice,2.19,13.42,6.13,2021-06-05,2021-09-28,Organic Compost,Chlorpyrifos,20
P0395,2021,Summer,Sugarcane,2.19,2.96,1.35,2021-06-25,2021-11-15,MOP,Tricyclazole,18
P0395,2022,Rabi,Rice,2.19,13.29,6.07,2022-10-22,2023-02-03,Organic Compost,Chlorpyrifos,19
P0395,2023,Kharif,Rice,2.19,14.04,6.41,2023-11-08,2024-03-24,NPK 19:19:19,Chlorpyrifos,17
P0395,2023,Rabi,Rice,2.19,6.96,3.18,2023-07-17,2023-12-08,Organic Compost,Chlorpyrifos,9
P0395,2024,Kharif,Rice,2.19,4.49,2.05,2024-06-09,2024-10-07,Urea,None,14
P0395,2024,Rabi,Rice,2.19,13.21,6.03,2024-11-05,2025-03-18,Organic Compost,Chlorpyrifos,18
P0396,2020,Kharif,Rice,1.38,5.74,4.16,2020-06-13,2020-11-05,DAP,Chlorpyrifos,24
P0396,2020,Summer,Rice,1.38,6.11,4.43,2020-07-25,2020-11-20,Urea,Chlorpyrifos,17
P0396,2021,Kharif,Sugarcane,1.38,2.64,1.91,2021-07-08,2021-11-20,MOP,Carbendazim,13
P0396,2022,Kharif,Rice,1.38,4.68,3.39,2022-10-10,2023-03-08,MOP,Tricyclazole,12
P0396,2023,Kharif,Sugarcane,1.38,1.85,1.34,2023-06-07,2023-10-28,Urea,Tricyclazole,22
P0396,2023,Summer,Rice,1.38,7.41,5.37,2023-10-25,2024-02-18,Organic Compost,Chlorpyrifos,10
P0396,2024,Rabi,Rice,1.38,3.42,2.48,2024-06-23,2024-10-18,Urea,Chlorpyrifos,23
P0397,2020,Kharif,Rice,0.87,3.51,4.04,2020-07-25,2020-12-10,Organic Compost,Carbendazim,22
P0397,2020,Summer,Rice,0.87,3.55,4.08,2020-07-14,2020-11-04,Urea,Tricyclazole,21
P0397,2021,Kharif,Rice,0.87,4.86,5.59,2021-07-23,2021-11-01,DAP,Carbendazim,11
P0397,2021,Rabi,Sugarcane,0.87,2.23,2.56,2021-11-27,2022-04-10,DAP,None,13
P0397,2021,Summer,Sugarcane,0.87,1.34,1.54,2021-07-04,2021-10-25,MOP,Carbendazim,25
P0397,2022,Rabi,Rice,0.87,2.37,2.72,2022-11-12,2023-03-17,Organic Compost,Chlorpyrifos,18
P0397,2022,Summer,Rice,0.87,2.04,2.34,2022-10-28,2023-02-24,MOP,Tricyclazole,19
P0397,2023,Kharif,Sugarcane,0.87,2.51,2.89,2023-11-28,2024-03-19,Organic Compost,Chlorpyrifos,19
P0397,2023,Rabi,Rice,0.87,5.3,6.09,2023-10-18,2024-02-22,NPK 19:19:19,Tricyclazole,21
P0397,2023,Summer,Rice,0.87,1.76,2.02,2023-11-16,2024-04-10,Urea,Tricyclazole,19
P0397,2024,Kharif,Rice,0.87,4.59,5.28,2024-11-15,2025-04-02,Organic Compost,Tricyclazole,16
P0397,2024,Rabi,Rice,0.87,4.25,4.89,2024-06-12,2024-10-27,MOP,Chlorpyrifos,18
P0397,2024,Summer,Sugarcane,0.87,1.79,2.06,2024-06-10,2024-09-28,NPK 19:19:19,Tricyclazole,19
P0398,2020,Rabi,Rice,2.05,7.85,3.83,2020-10-23,2021-02-25,Urea,Tricyclazole,15
P0398,2020,Summer,Groundnut,2.05,3.57,1.74,2020-10-02,2021-02-24,NPK 19:19:19,Chlorpyrifos,22
P0398,2021,Rabi,Groundnut,2.05,2.85,1.39,2021-06-21,2021-11-07,MOP,Chlorpyrifos,11
P0398,2022,Kharif,Groundnut,2.05,6.23,3.04,2022-06-06,2022-10-21,MOP,Carbendazim,20
P0398,2022,Rabi,Groundnut,2.05,3.71,1.81,2022-11-13,2023-03-08,Urea,Carbendazim,24
P0398,2022,Summer,Groundnut,2.05,2.54,1.24,2022-06-11,2022-10-31,Organic Compost,Carbendazim,16
P0398,2023,Kharif,Groundnut,2.05,7.11,3.47,2023-10-08,2024-02-25,DAP,Carbendazim,24
P0398,2023,Rabi,Rice,2.05,7.3,3.56,2023-06-14,2023-10-29,MOP,Carbendazim,12
P0398,2024,Kharif,Rice,2.05,9.37,4.57,2024-06-05,2024-09-13,Urea,None,25
P0398,2024,Summer,Groundnut,2.05,2.69,1.31,2024-07-25,2024-11-06,MOP,Tricyclazole,15
P0399,2020,Rabi,Rice,0.78,1.57,2.01,2020-06-11,2020-10-31,MOP,Tricyclazole,11
P0399,2020,Summer,Groundnut,0.78,2.43,3.12,2020-10-02,2021-01-11,MOP,Tricyclazole,19
P0399,2021,Kharif,Groundnut,0.78,1.47,1.89,2021-10-22,2022-02-17,MOP,Chlorpyrifos,10
P0399,2022,Rabi,Rice,0.78,3.47,4.45,2022-06-17,2022-10-06,NPK 19:19:19,Carbendazim,16
P0399,2022,Summer,Groundnut,0.78,1.42,1.82,2022-11-06,2023-03-06,MOP,Carbendazim,11
P0399,2023,Rabi,Rice,0.78,4.49,5.76,2023-07-15,2023-11-15,NPK 19:19:19,None,22
P0399,2023,Summer,Groundnut,0.78,1.56,2.0,2023-06-28,2023-11-18,NPK 19:19:19,Carbendazim,11
P0399,2024,Rabi,Rice,0.78,2.48,3.18,2024-07-27,2024-12-08,Organic Compost,Chlorpyrifos,20
P0399,2024,Summer,Rice,0.78,3.45,4.42,2024-10-19,2025-02-19,DAP,Tricyclazole,22
P0400,2020,Kharif,Sugarcane,1.79,4.47,2.5,2020-07-05,2020-11-08,Urea,Carbendazim,20
P0400,2020,Rabi,Rice,1.79,10.44,5.83,2020-06-14,2020-09-23,DAP,Tricyclazole,21
P0400,2021,Rabi,Rice,1.79,3.79,2.12,2021-06-22,2021-10-08,Organic Compost,Carbendazim,19
P0400,2021,Summer,Sugarcane,1.79,3.88,2.17,2021-06-11,2021-11-07,MOP,Carbendazim,14
P0400,2022,Kharif,Sugarcane,1.79,3.4,1.9,2022-07-07,2022-11-14,Organic Compost,Carbendazim,10
P0400,2022,Summer,Sugarcane,1.79,2.29,1.28,2022-11-28,2023-03-08,Organic Compost,None,10
P0400,2023,Summer,Rice,1.79,4.33,2.42,2023-07-07,2023-10-27,DAP,Chlorpyrifos,16
P0400,2024,Rabi,Rice,1.79,4.37,2.44,2024-11-25,2025-04-22,NPK 19:19:19,Tricyclazole,21
P0401,2020,Kharif,Groundnut,1.23,3.46,2.81,2020-06-27,2020-11-06,DAP,Chlorpyrifos,13
P0401,2020,Rabi,Groundnut,1.23,2.09,1.7,2020-07-02,2020-10-29,MOP,Chlorpyrifos,18
P0401,2021,Kharif,Rice,1.23,4.42,3.59,2021-11-09,2022-03-26,Urea,None,17
P0401,2021,Rabi,Rice,1.23,6.79,5.52,2021-06-01,2021-10-24,DAP,Carbendazim,13
P0401,2022,Kharif,Groundnut,1.23,2.89,2.35,2022-06-23,2022-10-08,DAP,None,15
P0401,2022,Rabi,Rice,1.23,3.7,3.01,2022-07-09,2022-10-19,Urea,Carbendazim,23
P0401,2022,Summer,Rice,1.23,3.69,3.0,2022-06-16,2022-10-08,MOP,None,15
P0401,2023,Kharif,Groundnut,1.23,3.16,2.57,2023-07-02,2023-10-15,MOP,Chlorpyrifos,23
P0401,2023,Rabi,Rice,1.23,2.92,2.37,2023-10-13,2024-02-01,NPK 19:19:19,Tricyclazole,8
P0401,2023,Summer,Groundnut,1.23,1.65,1.34,2023-07-02,2023-11-11,Urea,Chlorpyrifos,16
P0401,2024,Rabi,Groundnut,1.23,3.19,2.59,2024-11-10,2025-04-05,MOP,Chlorpyrifos,20
P0402,2020,Kharif,Rice,2.8,6.16,2.2,2020-07-24,2020-11-22,Urea,None,15
P0402,2020,Summer,Sugarcane,2.8,3.72,1.33,2020-10-01,2021-02-15,Organic Compost,None,24
P0402,2021,Rabi,Rice,2.8,17.08,6.1,2021-10-09,2022-02-28,Organic Compost,Carbendazim,22
P0402,2022,Rabi,Rice,2.8,15.51,5.54,2022-10-16,2023-02-09,MOP,Chlorpyrifos,11
P0402,2022,Summer,Rice,2.8,8.85,3.16,2022-11-08,2023-03-24,Urea,Carbendazim,20
P0402,2023,Rabi,Rice,2.8,14.34,5.12,2023-10-10,2024-02-13,MOP,Tricyclazole,17
P0402,2023,Summer,Rice,2.8,7.31,2.61,2023-10-06,2024-02-03,Organic Compost,Tricyclazole,17
P0402,2024,Kharif,Rice,2.8,8.6,3.07,2024-07-01,2024-10-25,Urea,Tricyclazole,25
P0403,2020,Kharif,Rice,2.28,11.76,5.16,2020-07-25,2020-11-29,Organic Compost,Tricyclazole,18
P0403,2021,Rabi,Rice,2.28,14.8,6.49,2021-11-24,2022-03-11,MOP,Chlorpyrifos,13
P0403,2022,Summer,Rice,2.28,11.51,5.05,2022-07-28,2022-12-08,MOP,None,13
P0403,2024,Kharif,Sugarcane,2.28,3.97,1.74,2024-07-02,2024-11-07,Urea,Tricyclazole,19
P0403,2024,Summer,Rice,2.28,6.98,3.06,2024-11-08,2025-02-26,Organic Compost,Tricyclazole,22
P0404,2020,Rabi,Groundnut,0.7,1.29,1.85,2020-06-01,2020-10-12,Organic Compost,Chlorpyrifos,22
P0404,2020,Summer,Groundnut,0.7,2.36,3.37,2020-11-08,2021-02-26,Organic Compost,Carbendazim,19
P0404,2021,Kharif,Rice,0.7,3.18,4.54,2021-10-25,2022-03-06,Organic Compost,None,24
P0404,2022,Kharif,Rice,0.7,2.97,4.24,2022-07-18,2022-11-02,Organic Compost,Chlorpyrifos,17
P0404,2022,Summer,Groundnut,0.7,1.85,2.65,2022-10-07,2023-01-27,Organic Compost,Carbendazim,18
P0404,2024,Kharif,Groundnut,0.7,1.48,2.11,2024-06-25,2024-11-10,Urea,Carbendazim,9
P0404,2024,Rabi,Groundnut,0.7,1.18,1.69,2024-07-10,2024-10-27,DAP,None,8
P0404,2024,Summer,Rice,0.7,2.58,3.69,2024-11-08,2025-02-23,DAP,Chlorpyrifos,17
P0405,2020,Kharif,Rice,1.69,5.71,3.38,2020-11-25,2021-03-15,NPK 19:19:19,Chlorpyrifos,8
P0405,2020,Rabi,Rice,1.69,6.17,3.65,2020-07-03,2020-10-21,Organic Compost,Tricyclazole,10
P0405,2021,Summer,Rice,1.69,10.95,6.48,2021-11-25,2022-03-15,MOP,Carbendazim,13
P0405,2022,Kharif,Sugarcane,1.69,4.34,2.57,2022-11-19,2023-04-05,Urea,Carbendazim,12
P0405,2022,Rabi,Rice,1.69,7.67,4.54,2022-06-03,2022-10-30,NPK 19:19:19,Carbendazim,11
P0405,2022,Summer,Rice,1.69,3.75,2.22,2022-06-04,2022-10-16,MOP,Carbendazim,17
P0405,2023,Kharif,Rice,1.69,3.84,2.27,2023-11-15,2024-03-18,DAP,Chlorpyrifos,11
P0405,2023,Rabi,Rice,1.69,3.57,2.11,2023-11-12,2024-02-25,Urea,None,14
P0405,2023,Summer,Sugarcane,1.69,2.7,1.6,2023-10-16,2024-02-12,NPK 19:19:19,Chlorpyrifos,25
P0405,2024,Rabi,Rice,1.69,7.2,4.26,2024-10-26,2025-02-26,NPK 19:19:19,Chlorpyrifos,9
P0405,2024,Summer,Rice,1.69,7.45,4.41,2024-07-19,2024-10-31,DAP,Tricyclazole,14
P0406,2020,Kharif,Sugarcane,1.43,1.76,1.23,2020-07-11,2020-10-26,Organic Compost,None,14
P0406,2020,Rabi,Rice,1.43,3.85,2.69,2020-06-05,2020-10-07,NPK 19:19:19,None,19
P0406,2021,Kharif,Rice,1.43,3.89,2.72,2021-07-22,2021-11-21,DAP,Chlorpyrifos,18
P0406,2021,Summer,Sugarcane,1.43,3.95,2.76,2021-10-27,2022-03-24,MOP,Tricyclazole,20
P0406,2022,Summer,Rice,1.43,8.98,6.28,2022-10-12,2023-02-27,Urea,Chlorpyrifos,20
P0406,2023,Rabi,Rice,1.43,5.69,3.98,2023-07-27,2023-11-17,MOP,Tricyclazole,21
P0406,2023,Summer,Sugarcane,1.43,4.69,3.28,2023-07-06,2023-11-09,NPK 19:19:19,Tricyclazole,10
P0406,2024,Kharif,Sugarcane,1.43,4.99,3.49,2024-06-09,2024-10-09,MOP,Chlorpyrifos,12
P0406,2024,Summer,Rice,1.43,5.61,3.92,2024-10-20,2025-03-19,DAP,Carbendazim,17
P0407,2020,Kharif,Rice,2.47,10.3,4.17,2020-11-09,2021-03-03,Organic Compost,Tricyclazole,9
P0407,2020,Rabi,Rice,2.47,13.88,5.62,2020-10-28,2021-03-25,Organic Compost,Tricyclazole,15
P0407,2021,Kharif,Rice,2.47,7.56,3.06,2021-10-13,2022-02-11,Organic Compost,Carbendazim,13
P0407,2021,Rabi,Rice,2.47,7.78,3.15,2021-10-09,2022-01-28,Urea,Carbendazim,8
P0407,2021,Summer,Rice,2.47,10.1,4.09,2021-07-27,2021-12-14,Urea,Tricyclazole,25
P0407,2022,Rabi,Rice,2.47,13.26,5.37,2022-10-17,2023-03-11,MOP,Chlorpyrifos,21
P0407,2023,Rabi,Rice,2.47,13.51,5.47,2023-11-19,2024-04-03,NPK 19:19:19,Carbendazim,12
P0407,2024,Summer,Rice,2.47,10.84,4.39,2024-10-07,2025-02-08,NPK 19:19:19,Carbendazim,20
P0408,2020,Kharif,Sugarcane,1.5,4.83,3.22,2020-10-02,2021-02-23,NPK 19:19:19,Tricyclazole,23
P0408,2020,Rabi,Rice,1.5,6.45,4.3,2020-07-02,2020-11-27,MOP,None,25
P0408,2020,Summer,Sugarcane,1.5,1.91,1.27,2020-10-12,2021-01-26,Organic Compost,Chlorpyrifos,13
P0408,2021,Kharif,Sugarcane,1.5,4.17,2.78,2021-11-03,2022-03-24,Organic Compost,Chlorpyrifos,22
P0408,2022,Kharif,Rice,1.5,7.92,5.28,2022-06-24,2022-10-11,Organic Compost,Carbendazim,20
P0408,2023,Kharif,Sugarcane,1.5,2.88,1.92,2023-10-15,2024-01-26,DAP,None,15
P0408,2023,Rabi,Rice,1.5,5.1,3.4,2023-06-03,2023-09-29,NPK 19:19:19,Carbendazim,11
P0408,2023,Summer,Sugarcane,1.5,4.62,3.08,2023-07-23,2023-12-06,MOP,None,9
P0408,2024,Rabi,Rice,1.5,7.86,5.24,2024-11-19,2025-04-17,DAP,Carbendazim,9
P0409,2021,Summer,Rice,1.76,5.61,3.19,2021-11-04,2022-03-17,NPK 19:19:19,None,25
P0409,2022,Kharif,Groundnut,1.76,2.22,1.26,2022-11-07,2023-03-27,NPK 19:19:19,Chlorpyrifos,22
P0409,2023,Rabi,Rice,1.76,8.57,4.87,2023-06-01,2023-10-04,NPK 19:19:19,Tricyclazole,17
P0409,2024,Kharif,Groundnut,1.76,2.71,1.54,2024-06-03,2024-10-13,MOP,Tricyclazole,20
P0409,2024,Rabi,Rice,1.76,3.54,2.01,2024-06-13,2024-09-27,MOP,Chlorpyrifos,22
P0410,2020,Kharif,Rice,0.48,2.58,5.38,2020-06-01,2020-09-18,DAP,None,13
P0410,2020,Rabi,Groundnut,0.48,1.49,3.11,2020-06-11,2020-09-25,Urea,None,10
P0410,2020,Summer,Rice,0.48,2.66,5.55,2020-11-19,2021-03-11,Organic Compost,None,8
P0410,2021,Kharif,Groundnut,0.48,1.56,3.25,2021-11-20,2022-04-02,Urea,None,11
P0410,2022,Rabi,Groundnut,0.48,1.15,2.4,2022-07-27,2022-11-15,DAP,Carbendazim,11
P0410,2022,Summer,Rice,0.48,2.05,4.28,2022-07-19,2022-11-17,NPK 19:19:19,None,21
P0410,2023,Kharif,Rice,0.48,1.0,2.09,2023-06-28,2023-11-06,DAP,Carbendazim,16
P0410,2023,Rabi,Groundnut,0.48,1.65,3.43,2023-10-11,2024-01-21,MOP,Chlorpyrifos,10
P0410,2023,Summer,Groundnut,0.48,1.24,2.59,2023-10-27,2024-02-20,Urea,Carbendazim,22
P0410,2024,Kharif,Rice,0.48,1.27,2.64,2024-06-06,2024-10-02,MOP,Chlorpyrifos,21
P0410,2024,Summer,Groundnut,0.48,1.04,2.16,2024-07-04,2024-11-23,MOP,Carbendazim,24
P0411,2020,Kharif,Rice,2.08,5.62,2.7,2020-07-05,2020-10-13,NPK 19:19:19,None,14
P0411,2020,Rabi,Rice,2.08,11.44,5.5,2020-06-08,2020-09-22,NPK 19:19:19,Tricyclazole,21
P0411,2020,Summer,Sugarcane,2.08,6.68,3.21,2020-10-10,2021-02-20,DAP,Tricyclazole,25
P0411,2021,Rabi,Rice,2.08,9.88,4.75,2021-06-27,2021-10-24,DAP,None,20
P0411,2021,Summer,Sugarcane,2.08,4.06,1.95,2021-11-06,2022-03-22,DAP,Tricyclazole,17
P0411,2022,Kharif,Rice,2.08,10.86,5.22,2022-06-09,2022-11-06,Urea,Tricyclazole,17
P0411,2022,Rabi,Rice,2.08,10.13,4.87,2022-10-27,2023-02-24,MOP,Carbendazim,21
P0411,2023,Kharif,Rice,2.08,8.38,4.03,2023-07-23,2023-12-10,MOP,Chlorpyrifos,16
P0411,2023,Summer,Rice,2.08,11.36,5.46,2023-07-17,2023-11-23,DAP,Chlorpyrifos,22
P0411,2024,Kharif,Sugarcane,2.08,5.89,2.83,2024-10-09,2025-03-06,MOP,Chlorpyrifos,23
P0411,2024,Rabi,Rice,2.08,7.36,3.54,2024-11-23,2025-03-22,MOP,None,14
P0411,2024,Summer,Rice,2.08,5.1,2.45,2024-06-05,2024-10-24,MOP,Chlorpyrifos,20
P0412,2020,Kharif,Rice,1.87,12.08,6.46,2020-10-07,2021-02-19,DAP,Chlorpyrifos,12
P0412,2020,Rabi,Rice,1.87,5.57,2.98,2020-10-24,2021-02-16,NPK 19:19:19,Tricyclazole,24
P0412,2020,Summer,Groundnut,1.87,5.48,2.93,2020-11-27,2021-03-30,MOP,Carbendazim,12
P0412,2021,Kharif,Groundnut,1.87,2.95,1.58,2021-06-04,2021-09-24,NPK 19:19:19,Tricyclazole,10
P0412,2021,Rabi,Rice,1.87,7.8,4.17,2021-10-22,2022-02-28,Urea,None,17
P0412,2021,Summer,Rice,1.87,10.23,5.47,2021-06-12,2021-11-06,Urea,Tricyclazole,12
P0412,2022,Rabi,Rice,1.87,4.69,2.51,2022-07-18,2022-10-30,Organic Compost,Tricyclazole,20
P0412,2023,Kharif,Rice,1.87,7.52,4.02,2023-11-07,2024-03-24,MOP,None,19
P0412,2023,Rabi,Groundnut,1.87,2.17,1.16,2023-06-28,2023-10-29,Organic Compost,None,9
P0412,2024,Kharif,Rice,1.87,4.04,2.16,2024-10-08,2025-01-16,NPK 19:19:19,Tricyclazole,15
P0413,2020,Kharif,Groundnut,1.35,3.52,2.61,2020-10-05,2021-02-10,DAP,None,24
P0413,2020,Summer,Groundnut,1.35,2.75,2.04,2020-11-26,2021-04-03,DAP,None,10
P0413,2022,Rabi,Groundnut,1.35,2.25,1.67,2022-06-09,2022-09-23,DAP,Tricyclazole,17
P0413,2023,Rabi,Rice,1.35,8.41,6.23,2023-11-04,2024-03-01,Organic Compost,Chlorpyrifos,24
P0413,2023,Summer,Rice,1.35,7.01,5.19,2023-11-16,2024-03-14,DAP,Carbendazim,17
P0413,2024,Kharif,Rice,1.35,4.28,3.17,2024-10-22,2025-03-01,Organic Compost,Carbendazim,23
P0413,2024,Rabi,Groundnut,1.35,3.55,2.63,2024-11-26,2025-03-16,MOP,Tricyclazole,25
P0413,2024,Summer,Groundnut,1.35,2.5,1.85,2024-07-26,2024-11-21,MOP,None,16
P0414,2021,Kharif,Sugarcane,1.81,5.56,3.07,2021-06-04,2021-10-30,NPK 19:19:19,Tricyclazole,24
P0414,2022,Rabi,Rice,1.81,8.67,4.79,2022-10-15,2023-03-09,NPK 19:19:19,Tricyclazole,12
P0414,2022,Summer,Sugarcane,1.81,2.79,1.54,2022-07-28,2022-12-25,Organic Compost,Carbendazim,15
P0414,2023,Kharif,Rice,1.81,8.74,4.83,2023-06-24,2023-11-13,DAP,Carbendazim,19
P0414,2023,Rabi,Rice,1.81,6.62,3.66,2023-07-28,2023-12-15,DAP,Tricyclazole,23
P0414,2023,Summer,Rice,1.81,4.91,2.71,2023-06-06,2023-10-06,MOP,Tricyclazole,9
P0414,2024,Rabi,Rice,1.81,4.62,2.55,2024-06-15,2024-10-15,DAP,Chlorpyrifos,19
P0414,2024,Summer,Sugarcane,1.81,4.67,2.58,2024-07-10,2024-11-23,Urea,Carbendazim,10
P0415,2020,Rabi,Rice,0.41,2.46,5.99,2020-07-18,2020-11-26,NPK 19:19:19,None,22
P0415,2020,Summer,Rice,0.41,1.22,2.97,2020-10-22,2021-03-09,Organic Compost,None,9
P0415,2021,Kharif,Rice,0.41,1.12,2.72,2021-07-11,2021-11-15,NPK 19:19:19,Chlorpyrifos,21
P0415,2021,Rabi,Rice,0.41,1.62,3.94,2021-07-28,2021-11-12,DAP,None,12
P0415,2021,Summer,Sugarcane,0.41,0.57,1.38,2021-11-18,2022-03-16,NPK 19:19:19,Tricyclazole,18
P0415,2022,Summer,Rice,0.41,1.63,3.98,2022-06-23,2022-11-07,MOP,None,20
P0415,2023,Kharif,Rice,0.41,1.4,3.41,2023-07-24,2023-12-05,NPK 19:19:19,Carbendazim,16
P0415,2023,Summer,Rice,0.41,2.49,6.07,2023-07-04,2023-11-30,Urea,Carbendazim,20
P0415,2024,Kharif,Rice,0.41,1.53,3.74,2024-10-01,2025-01-19,DAP,None,24
P0415,2024,Summer,Rice,0.41,1.28,3.12,2024-07-25,2024-11-28,DAP,Carbendazim,11
P0416,2020,Kharif,Rice,2.37,5.69,2.4,2020-07-20,2020-12-09,MOP,Tricyclazole,10
P0416,2020,Summer,Sugarcane,2.37,5.43,2.29,2020-07-26,2020-12-12,NPK 19:19:19,None,17
P0416,2021,Kharif,Rice,2.37,5.05,2.13,2021-10-10,2022-01-30,NPK 19:19:19,Carbendazim,18
P0416,2021,Rabi,Sugarcane,2.37,3.08,1.3,2021-11-16,2022-03-14,MOP,Tricyclazole,19
P0416,2021,Summer,Rice,2.37,6.87,2.9,2021-06-13,2021-10-06,DAP,Carbendazim,15
P0416,2022,Kharif,Rice,2.37,8.29,3.5,2022-11-07,2023-02-17,MOP,Tricyclazole,24
P0416,2022,Rabi,Sugarcane,2.37,3.48,1.47,2022-06-15,2022-09-26,MOP,None,22
P0416,2022,Summer,Sugarcane,2.37,7.92,3.34,2022-11-14,2023-02-24,Organic Compost,Carbendazim,8
P0416,2023,Kharif,Rice,2.37,14.86,6.27,2023-07-14,2023-10-27,NPK 19:19:19,Tricyclazole,19
P0416,2023,Summer,Rice,2.37,15.17,6.4,2023-07-13,2023-12-08,NPK 19:19:19,Carbendazim,11
