parcel_id,date,crop_stage,risk_level,recommendation,source
P0366,2025-05-15,Germination,high,Field conditions stable — continue regular monitoring.,rule_engine
P0366,2025-02-19,Maturity,medium,Monitor for stem borer — scout field edges.,ml_model
P0366,2025-06-02,Vegetative,high,Monitor for stem borer — scout field edges.,rule_engine
P0367,2025-06-30,Panicle Initiation,high,Field conditions stable — continue regular monitoring.,rule_engine
P0367,2025-06-15,Flowering,low,Monitor for stem borer — scout field edges.,ml_model
P0367,2025-02-25,Peg Formation,medium,Monitor for stem borer — scout field edges.,rule_engine
P0367,2025-05-31,Tillering,high,Do not irrigate today — soil moisture adequate.,ml_model
P0368,2025-03-18,Seedling,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0368,2025-04-25,Panicle Initiation,high,Delay fertilizer until rainfall subsides.,rule_engine
P0368,2025-01-10,Flowering,medium,Apply light irrigation in evening.,rule_engine
P0368,2025-03-25,Maturity,low,Delay fertilizer until rainfall subsides.,weather_service
P0368,2025-04-21,Peg Formation,high,Delay fertilizer until rainfall subsides.,weather_service
P0369,2025-07-03,Vegetative,medium,Field conditions stable — continue regular monitoring.,ml_model
P0369,2025-05-04,Germination,low,Field conditions stable — continue regular monitoring.,weather_service
P0369,2025-03-28,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0369,2025-06-08,Tillering,low,Delay fertilizer until rainfall subsides.,weather_service
P0369,2025-06-05,Seedling,medium,Apply light irrigation in evening.,ml_model
P0369,2025-06-01,Maturity,low,Delay fertilizer until rainfall subsides.,rule_engine
P0369,2025-07-14,Flowering,medium,Apply light irrigation in evening.,weather_service
P0370,2025-06-19,Peg Formation,high,Delay fertilizer until rainfall subsides.,ml_model
P0370,2025-03-09,Panicle Initiation,medium,Apply light irrigation in evening.,rule_engine
P0370,2025-01-10,Peg Formation,high,Apply light irrigation in evening.,ml_model
P0370,2025-03-22,Vegetative,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0370,2025-02-20,Germination,low,Apply light irrigation in evening.,ml_model
P0370,2025-03-12,Peg Formation,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0371,2025-01-16,Maturity,high,Field conditions stable — continue regular monitoring.,ml_model
P0371,2025-01-24,Tillering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0371,2025-06-30,Seedling,low,Field conditions stable — continue regular monitoring.,weather_service
P0371,2025-06-03,Peg Formation,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0372,2025-04-14,Maturity,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0372,2025-06-18,Flowering,high,Do not irrigate today — soil moisture adequate.,ml_model
P0373,2025-05-19,Peg Formation,high,Monitor for stem borer — scout field edges.,ml_model
P0373,2025-02-08,Flowering,low,Monitor for stem borer — scout field edges.,ml_model
P0374,2025-05-16,Maturity,medium,Field conditions stable — continue regular monitoring.,weather_service
P0374,2025-04-27,Maturity,medium,Delay fertilizer until rainfall subsides.,weather_service
P0374,2025-02-03,Tillering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0374,2025-06-14,Germination,medium,Delay fertilizer until rainfall subsides.,weather_service
P0374,2025-05-04,Panicle Initiation,low,Do not irrigate today — soil moisture adequate.,weather_service
P0374,2025-05-04,Tillering,medium,Delay fertilizer until rainfall subsides.,weather_service
P0374,2025-03-29,Germination,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0374,2025-06-10,Maturity,low,Monitor for stem borer — scout field edges.,ml_model
P0375,2025-05-21,Peg Formation,high,Apply light irrigation in evening.,rule_engine
P0375,2025-03-19,Peg Formation,high,Delay fertilizer until rainfall subsides.,ml_model
P0375,2025-04-03,Seedling,low,Delay fertilizer until rainfall subsides.,rule_engine
P0375,2025-02-17,Tillering,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0375,2025-07-11,Maturity,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0375,2025-01-28,Vegetative,low,Apply light irrigation in evening.,weather_service
P0375,2025-03-31,Seedling,high,Field conditions stable — continue regular monitoring.,weather_service
P0375,2025-06-03,Maturity,low,Delay fertilizer until rainfall subsides.,ml_model
P0376,2025-02-18,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,weather_service
P0376,2025-06-09,Seedling,high,Apply light irrigation in evening.,weather_service
P0376,2025-01-12,Flowering,high,Delay fertilizer until rainfall subsides.,rule_engine
P0377,2025-01-04,Panicle Initiation,high,Apply light irrigation in evening.,rule_engine
P0377,2025-03-15,Vegetative,medium,Delay fertilizer until rainfall subsides.,weather_service
P0377,2025-02-15,Germination,high,Delay fertilizer until rainfall subsides.,ml_model
P0377,2025-02-20,Vegetative,medium,Field conditions stable — continue regular monitoring.,weather_service
P0377,2025-01-23,Flowering,high,Apply light irrigation in evening.,ml_model
P0378,2025-02-05,Panicle Initiation,low,Monitor for stem borer — scout field edges.,ml_model
P0378,2025-06-15,Flowering,high,Delay fertilizer until rainfall subsides.,ml_model
P0378,2025-06-30,Seedling,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0379,2025-05-04,Seedling,high,Do not irrigate today — soil moisture adequate.,ml_model
P0379,2025-06-14,Flowering,medium,Monitor for stem borer — scout field edges.,weather_service
P0380,2025-04-29,Tillering,high,Monitor for stem borer — scout field edges.,ml_model
P0380,2025-02-04,Peg Formation,medium,Monitor for stem borer — scout field edges.,rule_engine
P0380,2025-05-01,Flowering,low,Delay fertilizer until rainfall subsides.,weather_service
P0381,2025-04-24,Maturity,high,Field conditions stable — continue regular monitoring.,weather_service
P0381,2025-05-24,Panicle Initiation,high,Monitor for stem borer — scout field edges.,rule_engine
P0382,2025-05-05,Peg Formation,medium,Monitor for stem borer — scout field edges.,weather_service
P0382,2025-03-14,Flowering,high,Field conditions stable — continue regular monitoring.,ml_model
P0383,2025-02-12,Maturity,medium,Apply light irrigation in evening.,rule_engine
P0383,2025-07-16,Vegetative,high,Field conditions stable — continue regular monitoring.,rule_engine
P0383,2025-02-26,Vegetative,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0384,2025-07-13,Vegetative,low,Delay fertilizer until rainfall subsides.,rule_engine
P0384,2025-02-22,Flowering,high,Monitor for stem borer — scout field edges.,weather_service
P0385,2025-02-16,Vegetative,low,Field conditions stable — continue regular monitoring.,weather_service
P0385,2025-01-07,Germination,medium,Monitor for stem borer — scout field edges.,weather_service
P0385,2025-03-09,Vegetative,high,Delay fertilizer until rainfall subsides.,weather_service
P0385,2025-05-05,Flowering,high,Do not irrigate today — soil moisture adequate.,ml_model
P0385,2025-05-23,Seedling,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0386,2025-03-28,Vegetative,low,Apply light irrigation in evening.,ml_model
P0386,2025-01-04,Maturity,medium,Apply light irrigation in evening.,ml_model
P0386,2025-04-30,Maturity,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0386,2025-07-10,Maturity,low,Delay fertilizer until rainfall subsides.,rule_engine
P0386,2025-03-29,Maturity,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0386,2025-03-18,Germination,high,Monitor for stem borer — scout field edges.,weather_service
P0386,2025-01-04,Germination,medium,Apply light irrigation in evening.,ml_model
P0386,2025-07-16,Flowering,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0387,2025-01-05,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,ml_model
P0387,2025-07-15,Flowering,low,Field conditions stable — continue regular monitoring.,rule_engine
P0387,2025-03-23,Panicle Initiation,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0387,2025-03-01,Germination,low,Delay fertilizer until rainfall subsides.,rule_engine
P0387,2025-02-02,Germination,high,Do not irrigate today — soil moisture adequate.,ml_model
P0387,2025-06-01,Maturity,high,Delay fertilizer until rainfall subsides.,weather_service
P0387,2025-02-03,Maturity,low,Do not irrigate today — soil moisture adequate.,ml_model
P0388,2025-07-04,Maturity,low,Delay fertilizer until rainfall subsides.,ml_model
P0388,2025-03-16,Tillering,medium,Field conditions stable — continue regular monitoring.,weather_service
P0388,2025-04-09,Peg Formation,medium,Apply light irrigation in evening.,weather_service
P0388,2025-02-22,Flowering,low,Monitor for stem borer — scout field edges.,rule_engine
P0388,2025-01-01,Germination,high,Field conditions stable — continue regular monitoring.,ml_model
P0388,2025-03-16,Seedling,high,Delay fertilizer until rainfall subsides.,rule_engine
P0388,2025-06-18,Flowering,high,Apply light irrigation in evening.,weather_service
P0388,2025-02-24,Maturity,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0389,2025-03-15,Germination,low,Field conditions stable — continue regular monitoring.,ml_model
P0389,2025-04-26,Seedling,high,Monitor for stem borer — scout field edges.,ml_model
P0389,2025-01-23,Tillering,low,Apply light irrigation in evening.,rule_engine
P0389,2025-01-06,Seedling,high,Do not irrigate today — soil moisture adequate.,ml_model
P0389,2025-02-23,Tillering,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0389,2025-03-15,Tillering,high,Do not irrigate today — soil moisture adequate.,weather_service
P0390,2025-06-07,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,rule_engine
P0390,2025-01-01,Maturity,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0390,2025-01-14,Flowering,low,Field conditions stable — continue regular monitoring.,weather_service
P0390,2025-01-29,Flowering,low,Monitor for stem borer — scout field edges.,weather_service
P0390,2025-03-04,Seedling,low,Monitor for stem borer — scout field edges.,weather_service
P0391,2025-01-28,Flowering,medium,Monitor for stem borer — scout field edges.,weather_service
P0391,2025-05-26,Peg Formation,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0391,2025-04-26,Maturity,medium,Apply light irrigation in evening.,weather_service
P0391,2025-04-28,Maturity,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0391,2025-06-01,Flowering,low,Field conditions stable — continue regular monitoring.,ml_model
P0392,2025-04-16,Germination,high,Apply light irrigation in evening.,rule_engine
P0392,2025-03-03,Seedling,low,Monitor for stem borer — scout field edges.,weather_service
P0392,2025-02-12,Maturity,high,Apply light irrigation in evening.,weather_service
P0392,2025-03-06,Maturity,high,Delay fertilizer until rainfall subsides.,rule_engine
P0392,2025-05-09,Maturity,low,Do not irrigate today — soil moisture adequate.,ml_model
P0392,2025-01-25,Vegetative,high,Apply light irrigation in evening.,rule_engine
P0393,2025-06-04,Vegetative,high,Delay fertilizer until rainfall subsides.,weather_service
P0393,2025-05-06,Flowering,medium,Apply light irrigation in evening.,rule_engine
P0393,2025-01-22,Tillering,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0393,2025-01-07,Maturity,high,Apply light irrigation in evening.,rule_engine
P0393,2025-04-22,Tillering,medium,Field conditions stable — continue regular monitoring.,weather_service
P0394,2025-01-16,Germination,high,Apply light irrigation in evening.,ml_model
P0394,2025-06-07,Tillering,low,Field conditions stable — continue regular monitoring.,ml_model
P0394,2025-07-06,Tillering,low,Monitor for stem borer — scout field edges.,rule_engine
P0395,2025-06-20,Panicle Initiation,medium,Monitor for stem borer — scout field edges.,ml_model
P0395,2025-04-14,Flowering,low,Field conditions stable — continue regular monitoring.,weather_service
P0396,2025-04-18,Flowering,medium,Delay fertilizer until rainfall subsides.,weather_service
P0396,2025-06-24,Maturity,low,Apply light irrigation in evening.,rule_engine
P0397,2025-02-07,Germination,low,Delay fertilizer until rainfall subsides.,weather_service
P0397,2025-01-08,Flowering,low,Delay fertilizer until rainfall subsides.,ml_model
P0397,2025-02-14,Flowering,low,Delay fertilizer until rainfall subsides.,weather_service
P0397,2025-01-09,Maturity,medium,Field conditions stable — continue regular monitoring.,weather_service
P0397,2025-04-17,Germination,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0397,2025-02-25,Seedling,high,Do not irrigate today — soil moisture adequate.,weather_service
P0397,2025-02-09,Panicle Initiation,medium,Monitor for stem borer — scout field edges.,weather_service
P0397,2025-04-05,Flowering,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0398,2025-06-24,Tillering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0398,2025-01-14,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,weather_service
P0398,2025-03-13,Germination,low,Apply light irrigation in evening.,rule_engine
P0398,2025-01-15,Flowering,medium,Monitor for stem borer — scout field edges.,weather_service
P0399,2025-01-06,Peg Formation,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0399,2025-06-20,Panicle Initiation,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0399,2025-03-06,Panicle Initiation,high,Field conditions stable — continue regular monitoring.,rule_engine
P0399,2025-02-11,Panicle Initiation,high,Monitor for stem borer — scout field edges.,rule_engine
P0399,2025-05-14,Flowering,low,Field conditions stable — continue regular monitoring.,ml_model
P0399,2025-06-19,Maturity,low,Apply light irrigation in evening.,ml_model
P0400,2025-01-28,Flowering,high,Do not irrigate today — soil moisture adequate.,ml_model
P0400,2025-06-05,Maturity,high,Apply light irrigation in evening.,weather_service
P0400,2025-06-26,Maturity,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0400,2025-07-02,Tillering,medium,Apply light irrigation in evening.,rule_engine
P0400,2025-01-27,Flowering,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0400,2025-06-21,Tillering,low,Delay fertilizer until rainfall subsides.,rule_engine
P0401,2025-04-09,Flowering,high,Field conditions stable — continue regular monitoring.,ml_model
P0401,2025-05-15,Flowering,low,Apply light irrigation in evening.,ml_model
P0401,2025-02-21,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,weather_service
P0401,2025-04-27,Tillering,medium,Monitor for stem borer — scout field edges.,ml_model
P0401,2025-05-23,Panicle Initiation,high,Apply light irrigation in evening.,ml_model
P0401,2025-06-16,Germination,high,Do not irrigate today — soil moisture adequate.,ml_model
P0401,2025-03-12,Flowering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0401,2025-04-18,Germination,medium,Monitor for stem borer — scout field edges.,weather_service
P0402,2025-06-15,Germination,low,Field conditions stable — continue regular monitoring.,ml_model
P0402,2025-01-17,Flowering,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0402,2025-02-15,Maturity,high,Apply light irrigation in evening.,ml_model
P0402,2025-01-08,Maturity,low,Apply light irrigation in evening.,ml_model
P0403,2025-02-19,Vegetative,low,Delay fertilizer until rainfall subsides.,weather_service
P0403,2025-02-10,Maturity,low,Delay fertilizer until rainfall subsides.,weather_service
P0403,2025-02-02,Peg Formation,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0403,2025-06-12,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0403,2025-05-10,Peg Formation,high,Do not irrigate today — soil moisture adequate.,weather_service
P0403,2025-02-28,Germination,medium,Delay fertilizer until rainfall subsides.,weather_service
P0404,2025-01-09,Panicle Initiation,low,Apply light irrigation in evening.,rule_engine
P0404,2025-05-07,Tillering,high,Monitor for stem borer — scout field edges.,rule_engine
P0404,2025-06-10,Flowering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0405,2025-07-10,Tillering,high,Delay fertilizer until rainfall subsides.,rule_engine
P0405,2025-06-07,Seedling,high,Field conditions stable — continue regular monitoring.,weather_service
P0405,2025-06-19,Germination,medium,Apply light irrigation in evening.,rule_engine
P0405,2025-03-09,Tillering,high,Apply light irrigation in evening.,ml_model
P0405,2025-06-05,Flowering,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0405,2025-02-19,Seedling,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0405,2025-02-09,Maturity,high,Monitor for stem borer — scout field edges.,ml_model
P0406,2025-02-23,Vegetative,medium,Apply light irrigation in evening.,ml_model
P0406,2025-02-08,Maturity,high,Field conditions stable — continue regular monitoring.,weather_service
P0407,2025-04-23,Flowering,high,Delay fertilizer until rainfall subsides.,ml_model
P0407,2025-01-31,Maturity,low,Apply light irrigation in evening.,rule_engine
P0407,2025-02-18,Maturity,high,Do not irrigate today — soil moisture adequate.,weather_service
P0408,2025-05-10,Flowering,low,Apply light irrigation in evening.,weather_service
P0408,2025-05-08,Vegetative,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0409,2025-01-21,Tillering,medium,Monitor for stem borer — scout field edges.,ml_model
P0409,2025-01-12,Panicle Initiation,low,Do not irrigate today — soil moisture adequate.,ml_model
P0409,2025-06-26,Vegetative,medium,Monitor for stem borer — scout field edges.,ml_model
P0409,2025-04-08,Tillering,high,Delay fertilizer until rainfall subsides.,ml_model
P0409,2025-04-24,Flowering,low,Apply light irrigation in evening.,rule_engine
P0410,2025-04-01,Panicle Initiation,medium,Apply light irrigation in evening.,weather_service
P0410,2025-01-14,Tillering,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0410,2025-02-01,Germination,low,Monitor for stem borer — scout field edges.,weather_service
P0410,2025-04-15,Seedling,medium,Field conditions stable — continue regular monitoring.,ml_model
P0410,2025-02-11,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,ml_model
P0410,2025-01-26,Flowering,low,Delay fertilizer until rainfall subsides.,weather_service
P0410,2025-05-15,Panicle Initiation,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0410,2025-04-02,Maturity,low,Do not irrigate today — soil moisture adequate.,weather_service
P0411,2025-04-25,Vegetative,low,Apply light irrigation in evening.,ml_model
P0411,2025-05-15,Maturity,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0411,2025-02-13,Tillering,medium,Monitor for stem borer — scout field edges.,ml_model
P0412,2025-04-02,Tillering,high,Do not irrigate today — soil moisture adequate.,ml_model
P0412,2025-02-04,Maturity,low,Do not irrigate today — soil moisture adequate.,weather_service
P0412,2025-03-03,Germination,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0412,2025-05-30,Maturity,low,Do not irrigate today — soil moisture adequate.,weather_service
P0412,2025-01-28,Panicle Initiation,high,Monitor for stem borer — scout field edges.,rule_engine
P0412,2025-06-24,Flowering,low,Field conditions stable — continue regular monitoring.,ml_model
P0413,2025-05-31,Maturity,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0413,2025-04-18,Vegetative,high,Delay fertilizer until rainfall subsides.,rule_engine
P0414,2025-01-27,Germination,high,Apply light irrigation in evening.,ml_model
P0414,2025-01-10,Panicle Initiation,medium,Monitor for stem borer — scout field edges.,weather_service
P0414,2025-05-20,Maturity,low,Apply light irrigation in evening.,ml_model
P0414,2025-04-21,Maturity,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0414,2025-01-18,Peg Formation,medium,Monitor for stem borer — scout field edges.,rule_engine
P0414,2025-03-18,Flowering,low,Field conditions stable — continue regular monitoring.,ml_model
P0415,2025-01-30,Flowering,medium,Monitor for stem borer — scout field edges.,weather_service
P0415,2025-06-16,Vegetative,medium,Field conditions stable — continue regular monitoring.,weather_service
P0416,2025-01-28,Peg Formation,low,Field conditions stable — continue regular monitoring.,ml_model
P0416,2025-05-30,Germination,high,Monitor for stem borer — scout field edges.,weather_service
P0416,2025-06-28,Flowering,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0417,2025-01-31,Peg Formation,low,Monitor for stem borer — scout field edges.,weather_service
P0417,2025-06-06,Seedling,high,Delay fertilizer until rainfall subsides.,ml_model
P0418,2025-03-03,Panicle Initiation,high,Apply light irrigation in evening.,rule_engine
P0418,2025-02-02,Seedling,high,Apply light irrigation in evening.,rule_engine
P0418,2025-06-01,Seedling,high,Do not irrigate today — soil moisture adequate.,weather_service
P0418,2025-01-24,Maturity,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0418,2025-03-05,Flowering,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0418,2025-03-04,Maturity,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0418,2025-03-29,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,ml_model
P0418,2025-02-22,Flowering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0419,2025-06-21,Vegetative,low,Apply light irrigation in evening.,rule_engine
P0419,2025-07-04,Seedling,high,Apply light irrigation in evening.,weather_service
P0419,2025-02-06,Maturity,low,Delay fertilizer until rainfall subsides.,ml_model
P0419,2025-05-01,Flowering,medium,Monitor for stem borer — scout field edges.,weather_service
P0419,2025-05-02,Vegetative,medium,Apply light irrigation in evening.,ml_model
P0419,2025-02-21,Maturity,low,Monitor for stem borer — scout field edges.,ml_model
P0419,2025-06-04,Germination,medium,Field conditions stable — continue regular monitoring.,weather_service
P0419,2025-02-07,Flowering,medium,Monitor for stem borer — scout field edges.,ml_model
P0420,2025-06-30,Flowering,low,Apply light irrigation in evening.,weather_service
P0420,2025-02-14,Flowering,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0420,2025-04-28,Maturity,low,Field conditions stable — continue regular monitoring.,weather_service
P0420,2025-05-13,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0420,2025-06-08,Vegetative,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0420,2025-03-06,Peg Formation,low,Delay fertilizer until rainfall subsides.,ml_model
P0421,2025-02-24,Maturity,low,Do not irrigate today — soil moisture adequate.,weather_service
P0421,2025-04-12,Seedling,low,Delay fertilizer until rainfall subsides.,ml_model
P0421,2025-05-31,Vegetative,medium,Delay fertilizer until rainfall subsides.,ml_model
P0421,2025-05-06,Maturity,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0421,2025-01-14,Maturity,high,Delay fertilizer until rainfall subsides.,rule_engine
P0421,2025-06-08,Vegetative,low,Field conditions stable — continue regular monitoring.,weather_service
P0421,2025-03-04,Germination,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0421,2025-01-07,Panicle Initiation,medium,Field conditions stable — continue regular monitoring.,weather_service
P0422,2025-02-25,Germination,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0422,2025-06-24,Tillering,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0422,2025-03-22,Germination,low,Field conditions stable — continue regular monitoring.,weather_service
P0422,2025-06-14,Peg Formation,low,Apply light irrigation in evening.,rule_engine
P0423,2025-04-02,Germination,medium,Delay fertilizer until rainfall subsides.,weather_service
P0423,2025-03-13,Vegetative,low,Apply light irrigation in evening.,weather_service
P0423,2025-07-06,Flowering,low,Field conditions stable — continue regular monitoring.,rule_engine
P0423,2025-01-02,Tillering,high,Field conditions stable — continue regular monitoring.,ml_model
P0423,2025-02-23,Tillering,low,Field conditions stable — continue regular monitoring.,rule_engine
P0423,2025-01-15,Maturity,medium,Monitor for stem borer — scout field edges.,ml_model
P0423,2025-01-10,Maturity,low,Apply light irrigation in evening.,rule_engine
P0424,2025-05-28,Peg Formation,high,Apply light irrigation in evening.,ml_model
P0424,2025-01-27,Vegetative,low,Field conditions stable — continue regular monitoring.,ml_model
P0424,2025-05-05,Flowering,high,Monitor for stem borer — scout field edges.,rule_engine
P0425,2025-03-23,Flowering,low,Apply light irrigation in evening.,rule_engine
P0425,2025-06-03,Maturity,medium,Field conditions stable — continue regular monitoring.,weather_service
P0425,2025-04-07,Germination,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0426,2025-04-06,Vegetative,medium,Apply light irrigation in evening.,rule_engine
P0426,2025-02-18,Maturity,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0426,2025-03-01,Vegetative,low,Field conditions stable — continue regular monitoring.,weather_service
P0427,2025-03-29,Peg Formation,low,Apply light irrigation in evening.,weather_service
P0427,2025-02-06,Panicle Initiation,high,Field conditions stable — continue regular monitoring.,weather_service
P0427,2025-06-03,Flowering,medium,Delay fertilizer until rainfall subsides.,weather_service
P0428,2025-03-31,Flowering,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0428,2025-06-29,Vegetative,low,Monitor for stem borer — scout field edges.,ml_model
P0428,2025-01-27,Flowering,low,Delay fertilizer until rainfall subsides.,ml_model
P0428,2025-04-13,Seedling,high,Apply light irrigation in evening.,rule_engine
P0429,2025-04-03,Seedling,low,Field conditions stable — continue regular monitoring.,rule_engine
P0429,2025-05-27,Maturity,high,Apply light irrigation in evening.,rule_engine
P0429,2025-05-13,Maturity,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0429,2025-02-05,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0430,2025-07-14,Germination,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0430,2025-05-29,Peg Formation,low,Field conditions stable — continue regular monitoring.,rule_engine
P0430,2025-03-02,Peg Formation,low,Monitor for stem borer — scout field edges.,weather_service
P0430,2025-04-28,Panicle Initiation,medium,Monitor for stem borer — scout field edges.,ml_model
P0430,2025-05-15,Maturity,low,Field conditions stable — continue regular monitoring.,weather_service
P0430,2025-03-31,Peg Formation,high,Do not irrigate today — soil moisture adequate.,weather_service
P0430,2025-04-23,Maturity,low,Do not irrigate today — soil moisture adequate.,ml_model
P0430,2025-01-15,Germination,medium,Monitor for stem borer — scout field edges.,ml_model
P0431,2025-04-13,Maturity,low,Apply light irrigation in evening.,rule_engine
P0431,2025-01-02,Vegetative,high,Delay fertilizer until rainfall subsides.,ml_model
P0431,2025-06-21,Germination,low,Monitor for stem borer — scout field edges.,ml_model
P0431,2025-06-23,Flowering,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0431,2025-03-11,Seedling,high,Apply light irrigation in evening.,rule_engine
P0431,2025-06-21,Tillering,high,Monitor for stem borer — scout field edges.,ml_model
P0431,2025-03-23,Vegetative,high,Do not irrigate today — soil moisture adequate.,ml_model
P0432,2025-05-16,Seedling,low,Delay fertilizer until rainfall subsides.,rule_engine
P0432,2025-06-01,Maturity,high,Field conditions stable — continue regular monitoring.,ml_model
P0432,2025-03-13,Seedling,high,Monitor for stem borer — scout field edges.,weather_service
P0432,2025-02-22,Vegetative,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0433,2025-01-04,Flowering,high,Delay fertilizer until rainfall subsides.,weather_service
P0433,2025-07-19,Peg Formation,low,Apply light irrigation in evening.,weather_service
P0433,2025-05-11,Flowering,medium,Delay fertilizer until rainfall subsides.,weather_service
P0433,2025-06-05,Flowering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0433,2025-03-12,Peg Formation,low,Do not irrigate today — soil moisture adequate.,weather_service
P0433,2025-04-15,Maturity,medium,Monitor for stem borer — scout field edges.,weather_service
P0433,2025-04-02,Maturity,low,Field conditions stable — continue regular monitoring.,ml_model
P0433,2025-05-15,Seedling,high,Delay fertilizer until rainfall subsides.,ml_model
P0434,2025-02-11,Maturity,low,Field conditions stable — continue regular monitoring.,weather_service
P0434,2025-06-16,Peg Formation,low,Monitor for stem borer — scout field edges.,weather_service
P0434,2025-02-06,Seedling,high,Monitor for stem borer — scout field edges.,weather_service
P0434,2025-03-07,Vegetative,low,Monitor for stem borer — scout field edges.,weather_service
P0434,2025-07-12,Maturity,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0435,2025-03-12,Tillering,low,Monitor for stem borer — scout field edges.,rule_engine
P0435,2025-05-13,Vegetative,low,Apply light irrigation in evening.,rule_engine
P0435,2025-03-20,Germination,medium,Monitor for stem borer — scout field edges.,weather_service
P0436,2025-03-27,Flowering,medium,Delay fertilizer until rainfall subsides.,ml_model
P0436,2025-01-06,Flowering,high,Monitor for stem borer — scout field edges.,rule_engine
P0436,2025-06-12,Germination,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0436,2025-02-27,Maturity,low,Delay fertilizer until rainfall subsides.,weather_service
P0436,2025-06-11,Peg Formation,medium,Field conditions stable — continue regular monitoring.,weather_service
P0437,2025-07-02,Germination,low,Delay fertilizer until rainfall subsides.,rule_engine
P0437,2025-05-17,Flowering,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0437,2025-04-02,Flowering,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0437,2025-04-23,Tillering,high,Field conditions stable — continue regular monitoring.,weather_service
P0437,2025-02-02,Flowering,low,Delay fertilizer until rainfall subsides.,weather_service
