intent_signature,intent,intent_tamil,crop,crop_tamil,soil_type,soil_tamil,required_entities,response_policy
AGR|PESTICIDE_SAFETY|CROP=cotton|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,cotton,பருத்தி,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=groundnut|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,groundnut,நிலக்கடலை,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=groundnut|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,groundnut,நிலக்கடலை,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=groundnut|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,groundnut,நிலக்கடலை,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=groundnut|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,groundnut,நிலக்கடலை,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=groundnut|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,groundnut,நிலக்கடலை,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=groundnut|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,groundnut,நிலக்கடலை,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=groundnut|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,groundnut,நிலக்கடலை,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=maize|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,maize,மக்காச்சோளம்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=maize|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,maize,மக்காச்சோளம்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=maize|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,maize,மக்காச்சோளம்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=maize|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,maize,மக்காச்சோளம்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=maize|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,maize,மக்காச்சோளம்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=maize|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,maize,மக்காச்சோளம்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=maize|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,maize,மக்காச்சோளம்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=millet|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,millet,கம்பு,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=millet|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,millet,கம்பு,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=millet|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,millet,கம்பு,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=millet|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,millet,கம்பு,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=millet|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,millet,கம்பு,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=millet|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,millet,கம்பு,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=millet|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,millet,கம்பு,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tomato|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,tomato,தக்காளி,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tomato|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,tomato,தக்காளி,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tomato|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,tomato,தக்காளி,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tomato|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,tomato,தக்காளி,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tomato|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,tomato,தக்காளி,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tomato|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,tomato,தக்காளி,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tomato|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,tomato,தக்காளி,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=chilli|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,chilli,மிளகாய்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=chilli|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,chilli,மிளகாய்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=chilli|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,chilli,மிளகாய்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=chilli|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,chilli,மிளகாய்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=chilli|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,chilli,மிளகாய்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=chilli|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,chilli,மிளகாய்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=chilli|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,chilli,மிளகாய்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=onion|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,onion,வெங்காயம்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=onion|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,onion,வெங்காயம்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=onion|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,onion,வெங்காயம்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=onion|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,onion,வெங்காயம்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=onion|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,onion,வெங்காயம்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=onion|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,onion,வெங்காயம்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=onion|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,onion,வெங்காயம்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=turmeric|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,turmeric,மஞ்சள்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=turmeric|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,turmeric,மஞ்சள்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=turmeric|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,turmeric,மஞ்சள்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=turmeric|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,turmeric,மஞ்சள்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=turmeric|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,turmeric,மஞ்சள்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=turmeric|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,turmeric,மஞ்சள்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=turmeric|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,turmeric,மஞ்சள்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=brinjal|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,brinjal,கத்தரிக்காய்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=brinjal|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,brinjal,கத்தரிக்காய்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=brinjal|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,brinjal,கத்தரிக்காய்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=brinjal|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,brinjal,கத்தரிக்காய்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=brinjal|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,brinjal,கத்தரிக்காய்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=brinjal|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,brinjal,கத்தரிக்காய்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=brinjal|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,brinjal,கத்தரிக்காய்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=okra|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,okra,வெண்டைக்காய்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=okra|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,okra,வெண்டைக்காய்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=okra|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,okra,வெண்டைக்காய்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=okra|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,okra,வெண்டைக்காய்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=okra|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,okra,வெண்டைக்காய்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=okra|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,okra,வெண்டைக்காய்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=okra|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,okra,வெண்டைக்காய்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=coconut|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,coconut,தென்னை,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=coconut|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,coconut,தென்னை,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=coconut|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,coconut,தென்னை,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=coconut|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,coconut,தென்னை,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=coconut|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,coconut,தென்னை,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=coconut|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,coconut,தென்னை,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=coconut|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,coconut,தென்னை,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=pulses|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,pulses,பயறு,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=pulses|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,pulses,பயறு,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=pulses|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,pulses,பயறு,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=pulses|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,pulses,பயறு,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=pulses|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,pulses,பயறு,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=pulses|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,pulses,பயறு,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=pulses|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,pulses,பயறு,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=sesame|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,sesame,எள்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=sesame|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,sesame,எள்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=sesame|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,sesame,எள்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=sesame|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,sesame,எள்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=sesame|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,sesame,எள்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=sesame|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,sesame,எள்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=sesame|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,sesame,எள்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tapioca|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,tapioca,மரவள்ளி,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tapioca|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,tapioca,மரவள்ளி,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tapioca|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,tapioca,மரவள்ளி,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tapioca|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,tapioca,மரவள்ளி,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tapioca|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,tapioca,மரவள்ளி,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tapioca|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,tapioca,மரவள்ளி,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=tapioca|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,tapioca,மரவள்ளி,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=drumstick|SOIL=red,pesticide_safety,மருந்து பாதுகாப்பு,drumstick,முருங்கை,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=drumstick|SOIL=black,pesticide_safety,மருந்து பாதுகாப்பு,drumstick,முருங்கை,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=drumstick|SOIL=alluvial,pesticide_safety,மருந்து பாதுகாப்பு,drumstick,முருங்கை,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=drumstick|SOIL=sandy,pesticide_safety,மருந்து பாதுகாப்பு,drumstick,முருங்கை,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=drumstick|SOIL=clay,pesticide_safety,மருந்து பாதுகாப்பு,drumstick,முருங்கை,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=drumstick|SOIL=loamy,pesticide_safety,மருந்து பாதுகாப்பு,drumstick,முருங்கை,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PESTICIDE_SAFETY|CROP=drumstick|SOIL=laterite,pesticide_safety,மருந்து பாதுகாப்பு,drumstick,முருங்கை,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=rice|SOIL=red,organic_farming,இயற்கை விவசாயம்,rice,நெல்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=rice|SOIL=black,organic_farming,இயற்கை விவசாயம்,rice,நெல்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=rice|SOIL=alluvial,organic_farming,இயற்கை விவசாயம்,rice,நெல்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=rice|SOIL=sandy,organic_farming,இயற்கை விவசாயம்,rice,நெல்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=rice|SOIL=clay,organic_farming,இயற்கை விவசாயம்,rice,நெல்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=rice|SOIL=loamy,organic_farming,இயற்கை விவசாயம்,rice,நெல்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=rice|SOIL=laterite,organic_farming,இயற்கை விவசாயம்,rice,நெல்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=banana|SOIL=red,organic_farming,இயற்கை விவசாயம்,banana,வாழை,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=banana|SOIL=black,organic_farming,இயற்கை விவசாயம்,banana,வாழை,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=banana|SOIL=alluvial,organic_farming,இயற்கை விவசாயம்,banana,வாழை,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=banana|SOIL=sandy,organic_farming,இயற்கை விவசாயம்,banana,வாழை,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=banana|SOIL=clay,organic_farming,இயற்கை விவசாயம்,banana,வாழை,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=banana|SOIL=loamy,organic_farming,இயற்கை விவசாயம்,banana,வாழை,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=banana|SOIL=laterite,organic_farming,இயற்கை விவசாயம்,banana,வாழை,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=sugarcane|SOIL=red,organic_farming,இயற்கை விவசாயம்,sugarcane,கரும்பு,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
